anon_student_id,condition,Posttest,Practice,Pretest
24612,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24612,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24612,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24612,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24612,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),12,25,12
24612,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24612,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24612,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24613,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24613,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,8,4
24613,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24613,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,4,2
24613,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),9,20,10
24613,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,20,10
24613,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),6,12,6
24613,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,28,14
24614,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24614,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24614,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24614,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24614,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24614,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),16,32,16
24614,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),12,24,12
24614,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),8,16,8
24615,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24615,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24615,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24615,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24615,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24615,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24615,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),6,12,6
24615,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),14,28,14
24616,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24616,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24616,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24616,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24616,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),14,28,14
24616,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24616,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24616,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),6,12,6
24617,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24617,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24617,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24617,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24617,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24617,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24617,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),6,12,6
24617,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24618,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),0,4,2
24618,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,4,2
24618,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),0,4,2
24618,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,8,4
24618,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),0,16,8
24618,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,28,14
24618,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),0,16,8
24618,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,20,10
24619,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24619,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24619,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24619,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24619,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24619,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),8,16,8
24619,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),14,28,14
24619,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),8,16,8
24620,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24620,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24620,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24620,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24620,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),8,16,8
24620,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24620,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),8,16,8
24620,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),14,28,14
24621,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24621,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24621,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24621,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24621,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),8,16,8
24621,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),14,28,14
24621,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),8,16,8
24621,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24622,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24622,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24622,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24622,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24622,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),6,12,6
24622,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24622,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24622,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24623,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24623,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24623,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24623,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24623,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),12,24,12
24623,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),14,28,14
24623,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24623,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24624,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24624,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24624,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24624,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24624,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),8,16,8
24624,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24624,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),8,16,8
24624,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,25,12
24625,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),0,1,2
24625,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,0,4
24625,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),0,1,2
24625,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,0,2
24625,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),0,4,10
24625,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,0,10
24625,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),0,4,6
24625,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,0,14
24626,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24626,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24626,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24626,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24626,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24626,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),6,12,6
24626,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),14,28,14
24626,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24627,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24627,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24627,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24627,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24627,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),12,24,12
24627,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24627,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),12,24,12
24627,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),6,13,6
24628,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24628,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24628,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24628,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24628,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),8,16,8
24628,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24628,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),8,16,8
24628,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),14,28,14
24629,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24629,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24629,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24629,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24629,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),14,28,14
24629,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24629,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24629,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),6,12,6
24630,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24630,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24630,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24630,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24630,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),14,28,14
24630,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),6,12,6
24630,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24630,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24631,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24631,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24631,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24631,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24631,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),6,12,6
24631,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24631,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24631,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24632,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24632,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24632,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24632,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24632,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24632,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24632,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),6,12,6
24632,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24633,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24633,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24633,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24633,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24633,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),14,28,14
24633,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),8,16,8
24633,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24633,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),8,16,8
24634,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24634,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24634,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24634,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24634,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),12,24,12
24634,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),6,12,6
24634,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),12,24,12
24634,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24635,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24635,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24635,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24635,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24635,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),8,16,8
24635,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24635,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),8,16,8
24635,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),14,28,14
24636,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),4,8,4
24636,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24636,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24636,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24636,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),14,28,14
24636,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24636,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24636,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),6,12,6
24637,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24637,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24637,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24637,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24637,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24637,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24637,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),6,12,6
24637,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24638,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24638,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24638,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24638,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24638,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),6,12,6
24638,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),14,28,14
24638,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24638,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),10,20,10
24639,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),0,4,2
24639,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,8,4
24639,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),0,4,2
24639,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,4,2
24639,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),0,16,8
24639,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,16,8
24639,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),0,16,8
24639,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),0,32,16
24640,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24640,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
24640,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24640,High Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),4,8,4
24640,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),10,20,10
24640,Low Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24640,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~High Topic spacing (Topic spacing),6,12,6
24640,Low Learning objective spacing (Learning objective spacing)~~Low Question variability (Question variability)~~Low Topic spacing (Topic spacing),12,24,12
24641,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~High Topic spacing (Topic spacing),2,4,2
24641,High Learning objective spacing (Learning objective spacing)~~High Question variability (Question variability)~~Low Topic spacing (Topic spacing),2,4,2
